Story ID,Increment,Title,UserStory,Business Value,Acceptance Criteria,Feature,Feedback on Uss,
US-Seat-04,Increment-2,Seat - View Seat Map for Multi-Segment Itinerary,"As an Airline Agent,
I want to view the seat map for all passengers across all segments in a multi-segment itinerary.",So that I can review seat assignments and manage seat allocation efficiently.,"1. Seat map should display for each segment in the itinerary.
2. All passengers in the booking should be visible on the seat map.
3. Seat status should be indicated (e.g., available, occupied, blocked, chargeable).
4. Agent should be able to switch between segments easily.
5. System must show current seat assignments, if any.
6. Seat map should display aircraft layout per segment.","F1.6-SC_F2_6//Ancillary__Seatmap_(Display,_Select,_View_Price,_Add_per_Paxs,..)",AY 15DEC: ok,
US-Seat-05,Increment-2,Seat - Assign  Seats to the Passenger Across Segments,"As an Airline Agent,
I want to assign seats to passengers across all flight segments.","So that passengers have confirmed seati assignment throughout their journey,","1. System allows assigning seats per passenger for each segment.
2. Assigned seats are correctly displayed in the cart and order summary per segment.
3. If no seat is selected on a segment, it is reflected as unassigned and display a notification when agent moved to next step.
4. Any pre-selected seat services are correctly linked to the respective segment.
5. Seat avaialblity should be real time.
6. If seat map is not available proper error message should be shown.

*Disclaimer: Error meesage will be covered in test scenarios.","F1.6-SC_F2_6//Ancillary__Seatmap_(Display,_Select,_View_Price,_Add_per_Paxs,..)",AY 15DEC: ok,
US-Seat-06,Increment-2,Seat - Proceed with Order Without Seat Selection ,"As an airline agent, 
I want to confirm a booking without selecting seats for passengers",So that I can complete the order even agent chosses not to select seats during the booking process,"1. Agent should be able to complete the order without requiring seat selection.
2. Seat selection should be optional and can be bypass during the Order creation.
3. Order should be successfully created without seat selection.
4. Order Summary should indicate that ""Seat is not Assigned""","F1.6-SC_F2_6//Ancillary__Seatmap_(Display,_Select,_View_Price,_Add_per_Paxs,..)",AY 15DEC: ok,
US-Seat-07,Increment-2,Seat-View Assigned Seats in Cart,"As an airline Agent, 
I want to view the seats assigned to each passenger in the cart.",So that I can verify seat selections before proceeding to payment or booking confirmation.,"1. The cart should display seat numbers assigned to each passenger.
2. Seat information should be shown alongside the respective passenger’s name.
3. If no seat is assigned, the cart should show ""No seat selected"".
4. The seat details should update in real-time if the seat is changed or removed.
5. Seat information should be visible in both view and edit modes of the cart.","F1.6-SC_F2_6//Ancillary__Seatmap_(Display,_Select,_View_Price,_Add_per_Paxs,..)","AY 15DEC: Pls clarify the details visible in cart (definition of seat information and seat details) As minimun we should see the seat number, price and seat type (characteristic)
TCS 23DEC: Yes, We are displaying seatno, seat type and price.",
US-Seat-08,Increment-2,Seat- Modify or Delete Seats from Cart,"As an Airline Agent, 
I want the ability to modify or delete a selected seat from the passenger’s cart.",So that I can update the seat selection as per the passenger’s request before finalizing the booking.,"1. Agent should be able to view all selected seats in the cart.
2. Agent should be able to change the selected seat to another available seat.
3. System should update the fare/taxes automatically (if applicable) after seat modification.
4. Agent should be able to remove a seat selection from the cart.
5. After deletion, system should reflect updated cart value and seat status should be released back to inventory.
6. System should display confirmation messages for both modify and delete actions.","F1.6-SC_F2_6//Ancillary__Seatmap_(Display,_Select,_View_Price,_Add_per_Paxs,..)",AY 15DEC: ok,
Increment-2 US(CRM & ARD Integration),,,,,,,,
US-CRM-01,Increment-2,Automatic Agent authentication in SCUI,"As a service center agent, 
I want to be automatically authenticated when accessing SCUI from CRM",so that I do not need to log in again and can continue my work without interruption.,"Agent is already authenticated in CRM.
When the agent navigates from CRM to SCUI, no additional login prompt is shown.
SCUI validates the agent’s authentication using SSO.
Agent lands directly on the SCUI successfully.
If the CRM session is invalid or expired, the agent is prompted to authenticate.
CRM and ARDWeb integration need to work seamlessly.",F1.19-SC_F2_4-Integrate_with_CRM_Platfom.,"AY 23FEB Clarify the process for situation when SCUI is not been accessed for a while, but session is active in CRM. Relogin back to SCUI needs to also work seamlessly.
TCS 25MAR: Yes, It will work seamlessly.",
US-CRM-02,Increment-2,Launch Service Center UI from CRM,"As a contact center agent
I want to launch the Offer-Order based Service Center UI from within CRM","So that users can seamlessly access SCUI without manual navigation or re-login.
 ","User can launch SCUI directly from the CRM.
SCUI opens in a new tab or embedded view as per configuration.
User sees an error message if SCUI launch fails.",F1.19-SC_F2_4-Integrate_with_CRM_Platfom.,"AY 23FEB Question. Who is managing the configuration (new tab vs embedded view).
Are there any differences in SCUI behavior depending of which solution will be selected (e.g. how many orders will be available to be worked simultaneously, or if agent is using external screens etc and possibility to jump between tabs is needed.  
AY 23FEB Clarify the process for situation when SCUI is not been accessed for a while, but session is active in CRM. Relogin back to SCUI needs to also work seamlessly.
TCS 25MAR: Savitha will check and Update.",
US-CRM-03,Increment-2,Auto-populate customer details from CRM,"As a service center agent
I want customer details to be auto-populated in the Service Center UI (SCUI) from the CRM.
",so that agents can avoid manual data entry and handle customer requests faster and more accurately.,"SCUI automatically retrieves customer details from CRM when a customer record is identified. 
Key customer fields (e.g., First name, Lastname, Email, Phone, Frequent flyer number) are populated without manual input. 
Agent should be able to edit autopopulated data.
System handles missing or unavailable CRM data gracefully with a clear message.
Data retrieval follows security and data governance rules.",F1.19-SC_F2_4-Integrate_with_CRM_Platfom.,"AY 23FEB. Not only edit, removal of data (not to include certain data content) needs to be also available easily.
TCS 25MAR: Yes, We can edit, remove both  are possible.",
US-CRM-04,Increment-2,Create Booking in SCUI Using CRM Customer Data,"As a service center agent
I want the Service Center UI (SCUI) to create a booking using customer details retrieved from CRM.",so that agents can create bookings quickly and accurately without re-entering customer information.,"SCUI can fetch customer details (e.g., first name, last name, contact details) from CRM.
Retrieved CRM customer data is auto-populated in the booking creation form in SCUI.
Agents can review and edit customer details before confirming the booking.
Booking can be successfully created in SCUI using the CRM-provided customer data.
An error message is displayed if CRM data retrieval fails or is incomplete.",F1.19-SC_F2_4-Integrate_with_CRM_Platfom.,AY 23FEB OK,
US-CRM-05,Increment-2,Handle Missing or Partial Customer Details from CRM,"As a service center agent
I want the system to handle missing or partial customer details retrieved from CRM.",so that users can continue their tasks without errors while ensuring data accuracy and compliance.,"If customer details from CRM are missing or incomplete, the system shall display a clear indicator or message to the user.
The system shall allow manual entry or update of missing customer information where permitted.
Mandatory fields shall be validated before saving or proceeding
The system shall not fail or block the flow due to partial CRM data.
",F1.19-SC_F2_4-Integrate_with_CRM_Platfom.,AY 23FEB Ok,
US-ARD-01,Increment-2,Seamless navigation using Single Sign-On (SSO),"As a service center agent, 
I want to navigate from Service Center UI to ARDWeb using single sign-on.",So that I do not have to log in multiple times and can work without interruption,"ARDWeb can be launched from Service Center UI
User is not prompted to re-enter credentials
Existing SCUI session is reused via SSO
Agent lands on ARDWeb  successfully.",F1.98-SC_F2_New_ARD_SCUI,"AY 23FEB pls clarify the relogin scenario (ARDWEB has not been used for a while). Relogin should happen seamlessly.
TCS 25MAR: Login of salesforce is used. As long as login of salesforce  is alive it will seamless login into SCUI also.",
US-ARD-02,Increment-2,Deep Link from SCUI to ARD Web Homepage,"As a service center agent,
I want to open the ARD Web homepage directly from SCUI.",So that I can seamlessly continue my work without manual navigation.,"Clicking the ARD Web link in SCUI Order details page to opens ARD Web in a new browser tab.
Agent is redirected to the configured ARD Web homepage
",F1.98-SC_F2_New_ARD_SCUI,"AY 23FEB What is the process for following customers? Does the system always open a new Tab ? Do we end up having several tabs open at the end of day?
TCS 25MAR: Savitha will discuss and update it.",
US-ARD-03,Increment-2,Deep Link from SCUI to ARD Web with PNR,"As a service center agent,
I want to deep link from SCUI to ARDWeb with the PNR.",So that the corresponding booking details automatically open in ARDWeb without manual search.,"Agent can initiate navigation to ARDWeb directly from SCUI.
Selected PNR is securely passed during redirection.
ARDWeb automatically loads the matching PNR details on landing.
Agent is not required to manually re-enter the PNR.
Proper error message is shown if the PNR fails to load.",F1.98-SC_F2_New_ARD_SCUI,AY 23FEB OK,
US-ARD-04,Increment-2,Agent Instructions for Unavailable SCUI Features,"As a service center agent, 
I want clear and consistent instructions in SCUI when a feature is not available",so that I know how to proceed using alternative systems or processes.,"In SCUI, The  global link is available for info block which clearly indicates when a feature is not available.
Instructions explain the alternative action (e.g., deep link, manual process, or other system)
Guidance is concise and easy for agents to understand.
Instructions are consistent across all unavailable features.
Content can be maintained or updated without code changes (configurable).",F1.98-SC_F2_New_ARD_SCUI,AY 09MAR OK,
US-ARD-05,Increment-2, Payment Redirection,"As a service center agent, 
I want to proceed to payment after creating an order from order confirmation page.",so that the payment is processed through ARDWeb seamlessly.,"The agent can click the “TO Pay” button from order confirmation page.
From order confirmation page there should be a temporary link to redirect to ARDWeb.
The system redirects the agent to ARDWeb with PNR details for payment processing with same logged-in office Id in SCUI.
Any errors in order creation or redirection are displayed to the agent with actionable messages.",F1.98-SC_F2_New_ARD_SCUI,"AY 09MAR In wireframe presentation instead of ""proceed to Payment"" the text is ""To Pay"".  Finnair preferes ""To pay"" option. OK
TCS 25MAR: Noted and aligned. Acceptance criteria updated.",
US-ARD-06,Increment-2,Global Navigation Link from SCUI to ARDWeb,"As a service center agent, I want a global link in the Service Center UI (SCUI) that allows me to navigate to ARDWeb at any time.",so that I can access ARDWeb features without carrying any session or contextual data from SCUI.,"The global link to ARDWeb is visible and accessible from all screens in SCUI.
Clicking the link redirects the user to ARDWeb successfully.
No SCUI session data, user context, or transaction details are passed to ARDWeb.
ARDWeb opens in a fresh state independent of the SCUI session.
The navigation does not impact or terminate the active SCUI session.",F1.98-SC_F2_New_ARD_SCUI,AY 09MAR OK,
